player_name,nhl_player_id
justin sourdif,8482088
kaedan korczak,8481527
kailer yamamoto,8479977
kasperi kapanen,8477953
keegan kolesar,8478434
kent johnson,8482660
kevin stenlund,8478831
kirill kaprizov,8478864
kirill marchenko,8480893
konsta helenius,8484797
kris letang,8471724
landon slaggert,8482172
lars eller,8474189
lawson crouse,8478474
lenni hameenaho,8484177
leo carlsson,8484153
leon draisaitl,8477934
leon draisaitl + mitch marner,8477934|8478483
liam o'brien,8477070
liam ohgren,8483499
lian bichsel,8483425
linus karlsson,8481024
logan cooley,8483431
logan mailloux,8482733
logan stanley,8479378
louis crevier,8481806
lucas raymond,8482078
luke hughes,8482684
mackenzie weegar,8477346
marat khusnutdinov,8482177
marco kasper,8483464
marco rossi,8482079
mark kastelic,8480355
martin necas,8480039
martin pospisil,8481028
mason appleton,8478891
mason lohrei,8482511
mason marchment,8478975
mason mctavish,8482745
mathieu olivier,8479671
mats zuccarello,8475692
matt boldy,8481557
matt coronato,8482679
matt duchene,8475168
matt grzelcyk,8476891
matthew kessel,8482516
mattias ekholm,8475218
mattias samuelsson,8480807
matvei gridin,8484860
matvei michkov,8484387
mavrik bourque,8482145
max sasson,8484136
maxim tsyplakov,8484958
michael amadio,8478020
michael brandsegg-nygård,8473546
michael bunting,8478047
michael carcone,8479619
michael eyssimont,8479591
michael kesselring,8480891
michael mccarron,8477446
michael rasmussen,8479992
mika zibanejad,8476459
mikael backlund,8474150
mikael granlund,8475798
mikhail sergachev,8479410
miles wood,8477425
miro heiskanen,8480036
mitch marner,8478483
morgan frost,8480028
morgan geekie,8479987
moritz seider,8481542
nate schmidt,8477220
nathan bastian,8479414
nathan mackinnon,8477492
nazem kadri,8475172
nic dowd,8475343
nick bjugstad,8475760
nick blankenburg,8483565
nick cousins,8476393
nick foligno,8473422
nick schmaltz,8477951
nico hischier,8480002
nico sturm,8481477
nicolas roy,8478462
nikita grebenkin,8483733
nikita kucherov,8476453
nikita kucherov + jake guentzel,8476453|8477404
nikita zadorov,8477507
nils hoglander,8481535
nils lundkvist,8480878
noah cates,8480220
noah hanifin,8478396
noah laba,8483690
noah ostlund,8483500
noel acciari,8478569
olen zellweger,8482803
oliver bjorkstrand,8477416
oliver moore,8484197
oskar back,8480840
oskar sundqvist,8476897
owen power,8482671
owen tippett,8480015
parker kelly,8480448
parker wotherspoon,8478450
patrick kane,8474141
paul cotter,8481032
pavel buchnevich,8477402
pavel dorofeyev,8481604
pavel mintyukov,8483490
pavel zacha,8478401
peyton krebs,8481522
philip broberg,8481598
pierre-luc dubois,8479400
pius suter,8480459
pontus holmberg,8480995
quinn hughes,8480800
quinton byfield,8482124
radko gudas,8475462
rasmus andersson,8478397
rasmus dahlin,8480839
reilly smith,8475191
rickard rakell,8476483
ridly greig,8482092
robby fabbri,8477952
robert thomas,8480023
ross colton,8479525
ross johnston,8477527
ryan donato,8477987
ryan greene,8483450
ryan hartman,8477451
ryan leonard,8484186
ryan mcdonagh,8474151
ryan mcleod,8480802
ryan nugent-hopkins,8470007
ryan poehling,8480068
ryan shea,8478854
ryan strome,8476458
sam carrick,8475842
sam colangelo,8482118
sam lafferty,8478043
sam malinski,8484258
sam rinzel,8483506
sam steel,8479351
samuel girard,8479398
samuel helenius,8482726
scott laughton,8476872
scott sabourin,8477149
scott wedgewood,8475809
sean couturier,8476461
sean durzi,8480434
sean kuraly,8476374
sean monahan,8477497
shane pinto,8481596
shea theodore,8477447
simon edvinsson,8482762
simon nemec,8483495
stephen halliday,8483676
tage thompson,8479420
tage thompson + rasmus dahlin,8479420|8480839
tanner jeannot,8479661
taylor raddysh,8479390
taylor ward,8483406
teddy blueger,8476927
teuvo teravainen,8476882
thomas chabot,8478469
thomas harley,8481581
tim washe,8485512
timo meier,8478414
tom willander,8484240
tom wilson,8476880
tomas hertl,8476881
travis konecny,8478439
travis sanheim,8477948
trent frederic,8479365
trevor moore,8479675
trevor zegras,8481533
troy terry,8478873
ty emberson,8480834
tye kartye,8481789
tyler bertuzzi,8477479
tyler myers,8474574
tyler tucker,8481006
valeri nichushkin,8477501
vasily podkolzin,8481617
victor hedman,8475167
victor olofsson,8478109
viktor arvidsson,8478042
ville koivunen,8482758
vincent trocheck,8476389
vladimir tarasenko,8475765
vladislav gavrikov,8478882
warren foegele,8477998
will cuylle,8482157
wyatt johnston,8482740
wyatt kaiser,8482176
yakov trenin,8478508
yanni gourde,8476826
yegor chinakhov,8480271
yegor sharangovich,8481068
zach benson,8484145
zach hyman,8475786
zach metsa,8484305
zach werenski,8478460
zeev buium,8484798
zemgus girgensons,8476878
