player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Wyatt Johnston,DAL,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,0.0,,,
Marcus Pettersson,VAN,Blocked Shots,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,3.0,,,
Olen Zellweger,ANA,PIM,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,1.0,,,
Miro Heiskanen,DAL,Points,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Jason Robertson,DAL,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Jason Robertson,DAL,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Alex Vlasic,CHI,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Jackson Blake,CAR,Goals,2.0,0.0,2.0,0.0,2.0,,1.0,0.0,1.0,,,
Brett Kulak,COL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Aatu Raty,VAN,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,,
Matthew Tkachuk,FLA,Plus/Minus,2.0,0.0,3.0,0.0,3.0,,1.0,0.0,2.0,,,
Brett Kulak,COL,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Nathan MacKinnon,COL,Assists,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,1.0,,,
Sam Rinzel,CHI,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Tom Willander,VAN,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Carter Verhaeghe,FLA,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Carter Verhaeghe,FLA,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Andrew Mangiapane,CHI,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Cale Makar,COL,Points,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,-1.0,,,
Cale Makar,COL,Blocked Shots,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,-1.0,,,
Max Sasson,VAN,Points,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,,,
Sean Walker,CAR,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Zach Hyman,EDM,Goals,2.0,0.0,2.0,0.0,2.0,,0.0,2.0,0.0,,,
Zach Hyman,EDM,Points,2.0,0.0,2.0,0.0,2.0,,0.0,2.0,0.0,,,
Zach Hyman,EDM,PIM,2.0,0.0,2.0,0.0,2.0,,0.0,2.0,0.0,,,
Matt Savoie,EDM,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Connor McDavid,EDM,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Mattias Ekholm,EDM,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Jack Roslovic,EDM,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
K'Andre Miller,CAR,PIM,2.0,0.0,0.0,3.0,3.0,,0.0,2.0,2.0,,,
Evan Bouchard,EDM,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Jake Walman,EDM,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-3.0,,,
Cole Caufield,MTL,Goals,2.0,0.0,2.0,1.0,3.0,,0.0,0.0,2.0,,,
Andrew Copp,DET,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kirby Dach,MTL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Josh Anderson,MTL,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Cole Caufield,MTL,Plus/Minus,2.0,0.0,2.0,1.0,3.0,,0.0,0.0,2.0,,,
Zack Ostapchuk,SJ,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Juraj Slafkovsky,MTL,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Juraj Slafkovsky,MTL,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Nick Suzuki,MTL,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Alexandre Carrier,MTL,PIM,2.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Noah Dobson,MTL,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Noah Dobson,MTL,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
K'Andre Miller,CAR,Plus/Minus,2.0,0.0,0.0,3.0,3.0,,0.0,2.0,2.0,,,
Lane Hutson,MTL,Assists,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,2.0,,,
Jack Drury,COL,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Lane Hutson,MTL,Plus/Minus,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,2.0,,,
Leo Carlsson,ANA,Points,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,1.0,,,
Leo Carlsson,ANA,PIM,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,1.0,,,
Nathan Bastian,DAL,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Cutter Gauthier,ANA,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Cutter Gauthier,ANA,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Ilya Lyubushkin,DAL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Chris Kreider,ANA,Plus/Minus,2.0,0.0,1.0,3.0,4.0,,0.0,0.0,2.0,,,
Jacob Trouba,ANA,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Jacob Trouba,ANA,Points,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Jacob Trouba,ANA,PIM,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Ryan Donato,CHI,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,0.0,,,
Jackson LaCombe,ANA,Points,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Mavrik Bourque,DAL,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,,,
Mavrik Bourque,DAL,Points,2.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,,,
Yakov Trenin,MIN,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Yakov Trenin,MIN,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Michael McCarron,MIN,Points,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,1.0,,,
Michael McCarron,MIN,PIM,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,1.0,,,
Vladimir Tarasenko,MIN,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,2.0,,,
Jonas Brodin,MIN,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,,
Jackson Blake,CAR,Points,2.0,0.0,2.0,0.0,2.0,,1.0,0.0,1.0,,,
Aaron Ekblad,FLA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,3.0,0.0,2.0,,,
Zach Bogosian,MIN,PIM,2.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Jonas Brodin,MIN,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,,
Pavel Dorofeyev,VGK,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,-1.0,,,
Mavrik Bourque,DAL,PIM,2.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,,,
Braeden Bowman,VGK,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,-1.0,,,
Collin Graf,SJ,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Sam Steel,DAL,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Mitch Marner,VGK,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,,
Radko Gudas,ANA,PIM,2.0,0.0,1.0,0.0,1.0,,1.0,2.0,1.0,,,
Simon Edvinsson,DET,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Jonatan Berggren,STL,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,,
Eric Robinson,CAR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Jake DeBrusk,VAN,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,-1.0,,,
Anton Lundell,FLA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Jimmy Snuggerud,STL,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Oskar Back,DAL,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Zeev Buium,VAN,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Jordan Martinook,CAR,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Robert Thomas,STL,Goals,2.0,0.0,2.0,0.0,2.0,,1.0,0.0,3.0,,,
Robert Thomas,STL,Points,2.0,0.0,2.0,0.0,2.0,,1.0,0.0,3.0,,,
Gustav Forsling,FLA,PIM,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,,,
Nathan Walker,STL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Ethan Del Mastro,CHI,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Logan Mailloux,STL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Gustav Forsling,FLA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,,,
Matthew Kessel,STL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,,,
Matthew Kessel,STL,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,,,
Marcus Pettersson,VAN,Assists,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,3.0,,,
Sam Bennett,FLA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Max Sasson,VAN,Plus/Minus,1.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,,,
Taylor Hall,CAR,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Miro Heiskanen,DAL,Goals,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Miro Heiskanen,DAL,Assists,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Martin Necas,COL,Goals,1.0,0.0,1.0,3.0,4.0,,0.0,0.0,1.0,,,
Miro Heiskanen,DAL,Blocked Shots,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Martin Necas,COL,Plus/Minus,1.0,0.0,1.0,3.0,4.0,,0.0,0.0,1.0,,,
Taylor Hall,CAR,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Miro Heiskanen,DAL,Plus/Minus,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Cale Makar,COL,Goals,1.0,0.0,1.0,1.0,2.0,,2.0,0.0,-1.0,,,
Cale Makar,COL,Assists,1.0,0.0,1.0,1.0,2.0,,2.0,0.0,-1.0,,,
Zeev Buium,VAN,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Jason Robertson,DAL,Blocked Shots,1.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Valeri Nichushkin,COL,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Valeri Nichushkin,COL,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Zeev Buium,VAN,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Alex DeBrincat,DET,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,-2.0,,,
Alex DeBrincat,DET,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,-2.0,,,
Andrei Svechnikov,CAR,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Ryan Greene,CHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Sebastian Aho,CAR,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Filip Hronek,VAN,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Filip Hronek,VAN,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Sebastian Aho,CAR,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Patrick Kane,DET,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,-2.0,,,
Filip Hronek,VAN,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Patrick Kane,DET,Points,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,-2.0,,,
Patrick Kane,DET,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,-2.0,,,
Taylor Hall,CAR,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Lian Bichsel,DAL,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Marco Kasper,DET,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Jordan Martinook,CAR,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Ilya Lyubushkin,DAL,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Dylan Larkin,DET,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Dylan Larkin,DET,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Teddy Blueger,VAN,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Alex DeBrincat,DET,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,-2.0,,,
Oskar Back,DAL,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Oskar Back,DAL,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Teddy Blueger,VAN,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Jackson Blake,CAR,Blocked Shots,1.0,0.0,2.0,0.0,2.0,,1.0,0.0,1.0,,,
Teddy Blueger,VAN,Plus/Minus,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Jackson Blake,CAR,Plus/Minus,1.0,0.0,2.0,0.0,2.0,,1.0,0.0,1.0,,,
Sam Rinzel,CHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Jamie Benn,DAL,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Jamie Benn,DAL,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Brock Boeser,VAN,Plus/Minus,1.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Jordan Martinook,CAR,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Jake DeBrusk,VAN,Goals,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,-1.0,,,
Jake DeBrusk,VAN,Assists,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,-1.0,,,
Ilya Mikheyev,CHI,Plus/Minus,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Jordan Martinook,CAR,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Alex Vlasic,CHI,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Devon Toews,COL,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Oliver Moore,CHI,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Oliver Moore,CHI,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Alex Vlasic,CHI,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Tom Willander,VAN,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Tom Willander,VAN,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Jalen Chatfield,CAR,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Kiefer Sherwood,SJ,Plus/Minus,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Jalen Chatfield,CAR,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Shayne Gostisbehere,CAR,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,
Shayne Gostisbehere,CAR,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,
Shayne Gostisbehere,CAR,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,
Jordan Staal,CAR,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,3.0,,,
Shayne Gostisbehere,CAR,Plus/Minus,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,,,
Tom Willander,VAN,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Evander Kane,VAN,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Sean Walker,CAR,Assists,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Sean Walker,CAR,Points,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Mark Jankowski,CAR,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Jason Dickinson,EDM,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Jason Dickinson,EDM,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Leon Draisaitl,EDM,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-2.0,,,
Leon Draisaitl,EDM,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-2.0,,,
Kasperi Kapanen,EDM,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Adam Henrique,EDM,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Vasily Podkolzin,EDM,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Ben Chiarot,DET,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Matt Grzelcyk,CHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Linus Karlsson,VAN,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Kasperi Kapanen,EDM,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Linus Karlsson,VAN,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Connor McDavid,EDM,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Connor McDavid,EDM,Points,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Connor McDavid,EDM,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Dmitry Orlov,SJ,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Mattias Ekholm,EDM,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Mattias Ekholm,EDM,Points,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Mattias Ekholm,EDM,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Dmitry Orlov,SJ,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Vasily Podkolzin,EDM,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Vasily Podkolzin,EDM,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Dmitry Orlov,SJ,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
