player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Robert Thomas,STL,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,3.0,,,
Philip Broberg,STL,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,0.0,,,
Robert Thomas,STL,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,3.0,,,
Quinton Byfield,LA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Yan Kuznetsov,CGY,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Mason Appleton,DET,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Colton Parayko,STL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Ivan Barbashev,VGK,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Zach Benson,BUF,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Jake Guentzel,TB,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-2.0,,,
Nic Dowd,VGK,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Vinnie Hinostroza,FLA,Points,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Jack Eichel,VGK,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Braeden Bowman,VGK,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Hampus Lindholm,BOS,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,2.0,0.0,,,
Hampus Lindholm,BOS,PIM,2.0,0.0,0.0,1.0,1.0,,2.0,2.0,0.0,,,
Rasmus Andersson,VGK,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Brayden McNabb,VGK,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Olli Maatta,CGY,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Justin Hryckowian,DAL,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Matthew Tkachuk,FLA,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Vinnie Hinostroza,FLA,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Zemgus Girgensons,TB,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Lian Bichsel,DAL,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,,,
Matthew Tkachuk,FLA,Points,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Lian Bichsel,DAL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,,,
Thomas Harley,DAL,PIM,2.0,0.0,0.0,1.0,1.0,,3.0,2.0,0.0,,,
Miro Heiskanen,DAL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Nick Perbix,NSH,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,,,
Peyton Krebs,BUF,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Clayton Keller,UTA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Charlie McAvoy,BOS,PIM,2.0,0.0,1.0,0.0,1.0,,1.0,2.0,1.0,,,
Lawson Crouse,UTA,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Matthew Tkachuk,FLA,PIM,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Matthew Tkachuk,FLA,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Brandon Carlo,TOR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Alexander Kerfoot,UTA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
John Marino,UTA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
MacKenzie Weegar,UTA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,7.0,-2.0,,,
Bobby Brink,MIN,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Kirill Kaprizov,MIN,PIM,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,2.0,,,
Kirill Kaprizov,MIN,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,2.0,,,
Alex Tuch,BUF,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,,
Kirill Kaprizov,MIN,Points,2.0,0.0,1.0,1.0,2.0,,0.0,2.0,2.0,,,
Vladimir Tarasenko,MIN,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,3.0,,,
Oliver Ekman-Larsson,TOR,PIM,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,-1.0,,,
Vladimir Tarasenko,MIN,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,3.0,,,
Jason Zucker,BUF,Points,2.0,0.0,1.0,1.0,2.0,,1.0,2.0,4.0,,,
Lane Hutson,MTL,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Lane Hutson,MTL,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Carter Verhaeghe,FLA,Goals,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Mikey Anderson,LA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Noel Acciari,PIT,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,0.0,,,
Luke Kunin,FLA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,,,
Danila Yurov,MIN,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,3.0,,,
Carter Verhaeghe,FLA,Points,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Zach Bogosian,MIN,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,,
Zach Bogosian,MIN,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,,
Brock Faber,MIN,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,
Brock Faber,MIN,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,
Brock Faber,MIN,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,
Brandt Clarke,LA,PIM,2.0,0.0,0.0,0.0,0.0,,5.0,2.0,-1.0,,,
Simon Edvinsson,DET,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Jake Middleton,MIN,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Simon Edvinsson,DET,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Donovan Sebrango,FLA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Tage Thompson,BUF,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Roman Josi,NSH,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Alexis Lafreniere,NYR,Plus/Minus,2.0,0.0,3.0,0.0,3.0,,0.0,0.0,2.0,,,
Alex Killorn,ANA,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Alex Killorn,ANA,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Nicolas Hague,NSH,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Ryan Poehling,ANA,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,3.0,,,
Adam Fox,NYR,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Blake Lizotte,PIT,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Jackson LaCombe,ANA,Points,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Jackson LaCombe,ANA,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Beckett Sennecke,ANA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,,,
Jeffrey Viel,ANA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,,,
Kaapo Kakko,SEA,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Adam Gaudette,SJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Jason Zucker,BUF,PIM,2.0,0.0,1.0,1.0,2.0,,1.0,2.0,4.0,,,
Jeffrey Viel,ANA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,,,
Tim Washe,ANA,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,2.0,,,
Cody Ceci,LA,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Kaiden Guhle,MTL,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Radko Gudas,ANA,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Kaiden Guhle,MTL,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Egor Chinakhov,PIT,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,2.0,,,
Olen Zellweger,ANA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,,
Pavel Mintyukov,ANA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Jacob Trouba,ANA,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Olen Zellweger,ANA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,,
Michael Eyssimont,BOS,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Adam Lowry,WPG,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Adam Lowry,WPG,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,,
Alex DeBrincat,DET,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Josh Anderson,MTL,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Gabriel Vilardi,WPG,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-3.0,,,
Conor Garland,CBJ,Points,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Cole Perfetti,WPG,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Mikael Backlund,CGY,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Matthew Robertson,NYR,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,,,
Dylan DeMelo,WPG,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Juuso Parssinen,NYR,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Josh Morrissey,WPG,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Leon Draisaitl,EDM,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,-1.0,,,
Leon Draisaitl,EDM,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,-1.0,,,
Kasperi Kapanen,EDM,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Connor McDavid,EDM,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Egor Chinakhov,PIT,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,2.0,,,
Ryan Nugent-Hopkins,EDM,Goals,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Ryan Nugent-Hopkins,EDM,Points,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Evan Bouchard,EDM,Assists,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Evan Bouchard,EDM,Points,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Anthony Mantha,PIT,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,
Evan Bouchard,EDM,Blocked Shots,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Arber Xhekaj,MTL,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Cole Caufield,MTL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Evan Bouchard,EDM,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Mattias Ekholm,EDM,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mika Zibanejad,NYR,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Boone Jenner,CBJ,PIM,2.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,,
Brock Nelson,COL,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Alexander Wennberg,SJ,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,-4.0,,,
Brock Nelson,COL,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Mika Zibanejad,NYR,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Gabe Perreault,NYR,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Morgan Geekie,BOS,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Brett Kulak,COL,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,,
Mika Zibanejad,NYR,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Valeri Nichushkin,COL,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,2.0,,,
Vincent Desharnais,SJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Josh Manson,COL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Matthew Knies,TOR,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Jonathan Marchessault,NSH,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Jonathan Marchessault,NSH,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Jonathan Marchessault,NSH,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Ryan O'Reilly,NSH,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Dmitry Orlov,SJ,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-3.0,,,
Steven Stamkos,NSH,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,2.0,,,
Egor Chinakhov,PIT,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,2.0,,,
Phillip Danault,MTL,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Gabe Perreault,NYR,Points,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Zach Werenski,CBJ,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Zach Werenski,CBJ,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Conor Garland,CBJ,Goals,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,,,
Adrian Kempe,LA,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Gage Goncalves,TB,PIM,2.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Yegor Sharangovich,CGY,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Chandler Stephenson,SEA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Sam Carrick,BUF,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Michael Rasmussen,DET,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Rickard Rakell,PIT,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Bryan Rust,PIT,Goals,2.0,0.0,2.0,1.0,3.0,,0.0,0.0,2.0,,,
Bryan Rust,PIT,Plus/Minus,2.0,0.0,2.0,1.0,3.0,,0.0,0.0,2.0,,,
Sam Bennett,FLA,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Kirill Marchenko,CBJ,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,-1.0,,,
Sam Bennett,FLA,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,,,
Gabe Perreault,NYR,PIM,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Connor Clifton,PIT,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Danton Heinen,CBJ,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Erik Karlsson,PIT,Assists,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Gabe Perreault,NYR,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,2.0,,,
Erik Karlsson,PIT,Points,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Erik Karlsson,PIT,Blocked Shots,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Erik Karlsson,PIT,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Kris Letang,PIT,PIM,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,0.0,,,
